IFF,國際香料香精
MKC,味好美
DVN,戴文能源
DGX,奎斯特診療
RF,地區金融
LDOS,Leidos
LUV,西南航空
BIIB,渤健公司
DLTR,美元樹公司
WY,惠好
ERIE,伊瑞保險
L,洛斯公司
NI,印北瓦電
CTRA,Coterra Energy
NWS,新聞集團-B
GPN,環匯有限公司
MAA,MAA房產信托
ESS,埃塞克斯信托
STLD,Steel Dynamics
ZBH,齊默巴奧米特控股
LYB,利安德巴塞爾
JBL,捷普科技
WDC,西部數據
GEN,Gen Digital
GPC,Genuine Parts
ON,安森美半導體
CFG,Citizens Financial
PFG,信安金融
FDS,慧甚
KEY,KeyCorp
PKG,美國包裝公司
TRMB,天寶導航公司
FSLR,第一太陽能
HRL,荷美爾食品
HAL,哈里伯頓
SNA,實耐寶
RL,拉夫勞倫
MOH,Molina Healthcare
FFIV,F5 Inc
PNR,濱特爾
TPR,Tapestry
CLX,高樂氏
DPZ,達美樂比薩
LNT,美國聯合能源
NWSA,新聞集團-A
DECK,Deckers Outdoor
BF.B,百富門-B
BAX,百特國際
EXPD,康捷國際物流
EVRG,西星能源
J,雅各布工程
WST,West Pharmaceutical Services
PAYC,Paycom Software
BALL,鮑爾包裝
EG,Everest Group
ZBRA,斑馬技術
CF,CF工業控股
APTV,Aptiv PLC
KIM,金科
OMC,宏盟集團
BBY,百思買
AVY,艾利丹尼森
HOLX,豪洛捷
JBHT,JB亨特運輸服務
UDR,UDR不動產信托
IEX,IDEX Corp
COO,庫珀醫療
TXT,德事隆
JKHY,傑克亨利
MAS,馬斯科
ALGN,艾利科技
REG,Regency Centers Corp.
TKO,TKO Group Holdings
SOLV,Solventum
TER,泰瑞達
INCY,因塞特
CPT,卡姆登物業信托
ALLE,Allegion
UHS,Universal Health Services
ARE,亞歷山大房地產
DOC,Healthpeak Properties
JNPR,瞻博網絡
SJM,斯馬克
NDSN,Nordson
BLDR,Builders FirstSource
MOS,美國美盛
CHRW,羅賓遜物流
BEN,Franklin Resources
POOL,Pool Corp
CAG,康尼格拉
PNW,西帕納卡資本
TAP,莫庫酒業
AKAM,阿克邁
HST,美國豪斯特酒店
BXP,BXP Inc
RVTY,Revvity
BG,邦吉
LKQ,LKQ Corp
SWKS,思佳訊
VTRS,Viatris
DVA,德維特
AIZ,安信龍保險
MRNA,Moderna
CPB,金寶公司
SWK,美國史丹利公司
GL,Globe Life
EPAM,EPAM Systems
KMX,車美仕
WBA,沃爾格林-聯合博姿
WYNN,永利度假村
DAY,Dayforce
HAS,孩之寶
AOS,A.O.史密斯
EMN,伊士曼化工
IPG,埃培智
HII,亨廷頓英格爾斯工業
HSIC,漢瑞祥
MGM,美高梅
FRT,FRT信托
PARA,派拉蒙環球-B
MKTX,MarketAxess
NCLH,挪威郵輪
LW,Lamb Weston
TECH,Bio-Techne
MTCH,Match group
GNRC,Generac
AES,AES發電
CRL,查爾斯河實驗室
ALB,美國雅保
IVZ,景順
MHK,莫霍克工業公司
APA,阿帕奇石油
